threshold edge_removal conductance ssl voting neighborhood
0.1 0 0.6215887306774601 0.2606060606060606 0.31651300446756764 0.30624600239995237
0.2 0 0.6215887306774601 0.2606060606060606 0.49168321874204224 0.506590492704312
0.3 0 0.6215887306774601 0.2606060606060606 0.3934050179211469 0.539537037037037
0.4 0 0.6215887306774601 0.2606060606060606 0.37510593981182216 0.5551635720601238
0.5 0 0.6215887306774601 0.2606060606060606 0.19521367521367522 0.3983703703703704
0.6 0 0.6215887306774601 0.2606060606060606 0.05934065934065934 0.17707509881422923
