edge_removal ssl voting neighborhood
0.1 0.5954433352906636 0.6047563123899001 0.6168105304364848
0.3 0.5954433352906636 0.6181356429829711 0.6177823448815815
0.5 0.5954433352906636 0.6268545703660208 0.6222607163828536
0.7 0.5954433352906636 0.6151712663926403 0.6224075161479742
0.9 0.5954433352906636 0.594197494617342 0.6369299275787824
