edge_removal voting neighborhood
0.1 0.584465058750773 0.6241063698206555
0.3 0.5922232529375386 0.6188404452690166
0.5 0.5956926406926406 0.6276283240568954
0.7 0.5958781694495979 0.6355442176870749
0.9 0.550878169449598 0.6328354978354978
