threshold edge_removal conductance ssl voting neighborhood
0.1 0 0.6215887306774601 0.2606060606060606 0.15264269544829817 0.15313937057907584
0.2 0 0.6215887306774601 0.2606060606060606 0.025 0.14742807323452486
0.3 0 0.6215887306774601 0.2606060606060606 0.0 0.0
0.4 0 0.6215887306774601 0.2606060606060606 0.0 0.0
0.5 0 0.6215887306774601 0.2606060606060606 0.0 0.0
0.6 0 0.6215887306774601 0.2606060606060606 0.0 0.0
