threshold edge_removal conductance ssl voting neighborhood
0.1 0 0.291872565664636 0.8976190476190475 0.9326593406593406 0.9150344827586208
0.2 0 0.291872565664636 0.8976190476190475 0.984 1.0
0.3 0 0.291872565664636 0.8976190476190475 0.9572463768115942 1.0
0.4 0 0.291872565664636 0.8976190476190475 0.9477602108036891 1.0
0.5 0 0.291872565664636 0.8976190476190475 0.9174948240165631 1.0
0.6 0 0.291872565664636 0.8976190476190475 0.9254658385093167 1.0
